,block_name,cpu_b,cpu_s,gpu
973,expanded_conv-input:32x32x24-output:16x16x24-expand:6-kernel:7-stride:2-idskip:0,1.3939,2.59253,3.0354
974,expanded_conv-input:16x16x24-output:16x16x24-expand:3-kernel:3-stride:1-idskip:0,0.188383,0.327546,0.786023
975,expanded_conv-input:16x16x24-output:16x16x24-expand:3-kernel:3-stride:1-idskip:1,0.212516,0.378833,0.812461
976,expanded_conv-input:16x16x24-output:16x16x24-expand:6-kernel:3-stride:1-idskip:0,0.293867,0.634232,1.3192
977,expanded_conv-input:16x16x24-output:16x16x24-expand:6-kernel:3-stride:1-idskip:1,0.320071,0.662527,1.33751
978,expanded_conv-input:16x16x24-output:16x16x24-expand:3-kernel:5-stride:1-idskip:0,0.227982,0.396624,0.786643
979,expanded_conv-input:16x16x24-output:16x16x24-expand:3-kernel:5-stride:1-idskip:1,0.262213,0.437766,0.86835
980,expanded_conv-input:16x16x24-output:16x16x24-expand:6-kernel:5-stride:1-idskip:0,0.418953,0.948498,1.39396
981,expanded_conv-input:16x16x24-output:16x16x24-expand:6-kernel:5-stride:1-idskip:1,0.461832,0.837077,1.45745
982,expanded_conv-input:16x16x24-output:16x16x24-expand:3-kernel:7-stride:1-idskip:0,0.429377,0.804526,0.957844
983,expanded_conv-input:16x16x24-output:16x16x24-expand:3-kernel:7-stride:1-idskip:1,0.438082,0.873653,0.989668
984,expanded_conv-input:16x16x24-output:16x16x24-expand:6-kernel:7-stride:1-idskip:0,0.723202,1.51576,1.70994
985,expanded_conv-input:16x16x24-output:16x16x24-expand:6-kernel:7-stride:1-idskip:1,0.786571,1.58524,1.71854
986,expanded_conv-input:16x16x24-output:8x8x24-expand:3-kernel:3-stride:2-idskip:0,0.147213,0.266671,0.562112
987,expanded_conv-input:16x16x24-output:8x8x24-expand:6-kernel:3-stride:2-idskip:0,0.211012,0.363972,0.92905
988,expanded_conv-input:16x16x24-output:8x8x24-expand:3-kernel:5-stride:2-idskip:0,0.182604,0.319468,0.565281
989,expanded_conv-input:16x16x24-output:8x8x24-expand:6-kernel:5-stride:2-idskip:0,0.278456,0.497522,0.938975
990,expanded_conv-input:16x16x24-output:8x8x24-expand:3-kernel:7-stride:2-idskip:0,0.221493,0.363245,0.623267
991,expanded_conv-input:16x16x24-output:8x8x24-expand:6-kernel:7-stride:2-idskip:0,0.368043,0.636722,1.06451
992,expanded_conv-input:8x8x24-output:8x8x24-expand:3-kernel:3-stride:1-idskip:0,0.109588,0.216341,0.39665
993,expanded_conv-input:8x8x24-output:8x8x24-expand:3-kernel:3-stride:1-idskip:1,0.132875,0.257157,0.4069
994,expanded_conv-input:8x8x24-output:8x8x24-expand:6-kernel:3-stride:1-idskip:0,0.138523,0.258686,0.692532
995,expanded_conv-input:8x8x24-output:8x8x24-expand:6-kernel:3-stride:1-idskip:1,0.157423,0.302089,0.677238
996,expanded_conv-input:8x8x24-output:8x8x24-expand:3-kernel:5-stride:1-idskip:0,0.122983,0.218596,0.421915
997,expanded_conv-input:8x8x24-output:8x8x24-expand:3-kernel:5-stride:1-idskip:1,0.141414,0.259977,0.421988
998,expanded_conv-input:8x8x24-output:8x8x24-expand:6-kernel:5-stride:1-idskip:0,0.165983,0.282419,0.682436
999,expanded_conv-input:8x8x24-output:8x8x24-expand:6-kernel:5-stride:1-idskip:1,0.184298,0.323165,0.730014
1000,expanded_conv-input:8x8x24-output:8x8x24-expand:3-kernel:7-stride:1-idskip:0,0.181842,0.308795,0.516375
1001,expanded_conv-input:8x8x24-output:8x8x24-expand:3-kernel:7-stride:1-idskip:1,0.20116,0.360758,0.498544
1002,expanded_conv-input:8x8x24-output:8x8x24-expand:6-kernel:7-stride:1-idskip:0,0.2818,0.455091,0.779085
1003,expanded_conv-input:8x8x24-output:8x8x24-expand:6-kernel:7-stride:1-idskip:1,0.289988,0.515544,0.752009
1004,expanded_conv-input:8x8x24-output:4x4x24-expand:3-kernel:3-stride:2-idskip:0,0.104322,0.195893,0.387724
1005,expanded_conv-input:8x8x24-output:4x4x24-expand:6-kernel:3-stride:2-idskip:0,0.119724,0.216924,0.661478
1006,expanded_conv-input:8x8x24-output:4x4x24-expand:3-kernel:5-stride:2-idskip:0,0.112,0.227,0.369038
1007,expanded_conv-input:8x8x24-output:4x4x24-expand:6-kernel:5-stride:2-idskip:0,0.143177,0.282358,0.661792
1008,expanded_conv-input:8x8x24-output:4x4x24-expand:3-kernel:7-stride:2-idskip:0,0.128492,0.260578,0.436603
1009,expanded_conv-input:8x8x24-output:4x4x24-expand:6-kernel:7-stride:2-idskip:0,0.169046,0.348498,0.69412
1010,expanded_conv-input:4x4x24-output:4x4x24-expand:3-kernel:3-stride:1-idskip:0,0.0917073,0.175225,0.33176
1011,expanded_conv-input:4x4x24-output:4x4x24-expand:3-kernel:3-stride:1-idskip:1,0.123834,0.211285,0.325595
1012,expanded_conv-input:4x4x24-output:4x4x24-expand:6-kernel:3-stride:1-idskip:0,0.10105,0.201348,0.525705
1013,expanded_conv-input:4x4x24-output:4x4x24-expand:6-kernel:3-stride:1-idskip:1,0.120002,0.227812,0.527167
1014,expanded_conv-input:4x4x24-output:4x4x24-expand:3-kernel:5-stride:1-idskip:0,0.0976981,0.181464,0.327087
1015,expanded_conv-input:4x4x24-output:4x4x24-expand:3-kernel:5-stride:1-idskip:1,0.114107,0.219142,0.348492
1016,expanded_conv-input:4x4x24-output:4x4x24-expand:6-kernel:5-stride:1-idskip:0,0.106375,0.199255,0.539716
1017,expanded_conv-input:4x4x24-output:4x4x24-expand:6-kernel:5-stride:1-idskip:1,0.122716,0.236714,0.475867
1018,expanded_conv-input:4x4x24-output:4x4x24-expand:3-kernel:7-stride:1-idskip:0,0.114341,0.239839,0.350228
1019,expanded_conv-input:4x4x24-output:4x4x24-expand:3-kernel:7-stride:1-idskip:1,0.143382,0.281686,0.344404
1020,expanded_conv-input:4x4x24-output:4x4x24-expand:6-kernel:7-stride:1-idskip:0,0.145831,0.320021,0.820328
1021,expanded_conv-input:4x4x24-output:4x4x24-expand:6-kernel:7-stride:1-idskip:1,0.160892,0.35107,0.513829
1022,expanded_conv-input:4x4x24-output:2x2x24-expand:3-kernel:3-stride:2-idskip:0,0.0727286,0.141692,0.316941
1023,expanded_conv-input:4x4x24-output:2x2x24-expand:6-kernel:3-stride:2-idskip:0,0.0790402,0.151859,0.495844
1024,expanded_conv-input:4x4x24-output:2x2x24-expand:3-kernel:5-stride:2-idskip:0,0.0802112,0.179346,0.651633
1025,expanded_conv-input:4x4x24-output:2x2x24-expand:6-kernel:5-stride:2-idskip:0,0.091296,0.181969,0.496799
1026,expanded_conv-input:4x4x24-output:2x2x24-expand:3-kernel:7-stride:2-idskip:0,0.0828785,0.173937,0.31927
1027,expanded_conv-input:4x4x24-output:2x2x24-expand:6-kernel:7-stride:2-idskip:0,0.102299,0.244574,0.542831
1028,expanded_conv-input:2x2x24-output:2x2x24-expand:3-kernel:3-stride:1-idskip:0,0.0580679,0.116654,0.375457
1029,expanded_conv-input:2x2x24-output:2x2x24-expand:3-kernel:3-stride:1-idskip:1,0.0784992,0.152371,0.362854
1030,expanded_conv-input:2x2x24-output:2x2x24-expand:6-kernel:3-stride:1-idskip:0,0.0742511,0.146585,0.43897
1031,expanded_conv-input:2x2x24-output:2x2x24-expand:6-kernel:3-stride:1-idskip:1,0.0930008,0.174346,0.465265
1032,expanded_conv-input:2x2x24-output:2x2x24-expand:3-kernel:5-stride:1-idskip:0,0.0567044,0.118454,0.330824
1033,expanded_conv-input:2x2x24-output:2x2x24-expand:3-kernel:5-stride:1-idskip:1,0.0771765,0.159487,0.326526
1034,expanded_conv-input:2x2x24-output:2x2x24-expand:6-kernel:5-stride:1-idskip:0,0.075651,0.15338,0.520172
1035,expanded_conv-input:2x2x24-output:2x2x24-expand:6-kernel:5-stride:1-idskip:1,0.0963229,0.182986,0.489036
1036,expanded_conv-input:2x2x24-output:2x2x24-expand:3-kernel:7-stride:1-idskip:0,0.0670367,0.146118,0.367548
1037,expanded_conv-input:2x2x24-output:2x2x24-expand:3-kernel:7-stride:1-idskip:1,0.0872069,0.179447,0.366563
1038,expanded_conv-input:2x2x24-output:2x2x24-expand:6-kernel:7-stride:1-idskip:0,0.0930519,0.193695,0.488654
1039,expanded_conv-input:2x2x24-output:2x2x24-expand:6-kernel:7-stride:1-idskip:1,0.112833,0.235849,0.495992
1040,expanded_conv-input:2x2x24-output:1x1x24-expand:3-kernel:3-stride:2-idskip:0,0.0384388,0.0841648,0.252314
1041,expanded_conv-input:2x2x24-output:1x1x24-expand:6-kernel:3-stride:2-idskip:0,0.063611,0.119455,0.238935
1042,expanded_conv-input:2x2x24-output:1x1x24-expand:3-kernel:5-stride:2-idskip:0,0.0451544,0.10046,0.318394
1043,expanded_conv-input:2x2x24-output:1x1x24-expand:6-kernel:5-stride:2-idskip:0,0.0709231,0.147077,0.203492
1044,expanded_conv-input:2x2x24-output:1x1x24-expand:3-kernel:7-stride:2-idskip:0,0.049299,0.114949,0.199663
1045,expanded_conv-input:2x2x24-output:1x1x24-expand:6-kernel:7-stride:2-idskip:0,0.0922745,0.189957,0.222505
1046,expanded_conv-input:32x32x40-output:32x32x40-expand:3-kernel:3-stride:1-idskip:0,1.86582,2.35338,4.98799
1047,expanded_conv-input:32x32x40-output:32x32x40-expand:3-kernel:3-stride:1-idskip:1,1.90395,2.63495,5.13448
1048,expanded_conv-input:32x32x40-output:32x32x40-expand:6-kernel:3-stride:1-idskip:0,3.93734,4.29927,9.6626
1049,expanded_conv-input:32x32x40-output:32x32x40-expand:6-kernel:3-stride:1-idskip:1,3.94975,4.46544,9.68446
1050,expanded_conv-input:32x32x40-output:32x32x40-expand:3-kernel:5-stride:1-idskip:0,2.18195,2.93717,5.31612
1051,expanded_conv-input:32x32x40-output:32x32x40-expand:3-kernel:5-stride:1-idskip:1,2.29896,3.04819,5.44098
1052,expanded_conv-input:32x32x40-output:32x32x40-expand:6-kernel:5-stride:1-idskip:0,4.49081,5.48061,10.401
1053,expanded_conv-input:32x32x40-output:32x32x40-expand:6-kernel:5-stride:1-idskip:1,4.73032,5.60353,10.4168
1054,expanded_conv-input:32x32x40-output:32x32x40-expand:3-kernel:7-stride:1-idskip:0,3.26168,4.62373,6.34924
1055,expanded_conv-input:32x32x40-output:32x32x40-expand:3-kernel:7-stride:1-idskip:1,3.31048,4.60072,6.52011
1056,expanded_conv-input:32x32x40-output:32x32x40-expand:6-kernel:7-stride:1-idskip:0,7.18226,9.11927,12.5479
1057,expanded_conv-input:32x32x40-output:32x32x40-expand:6-kernel:7-stride:1-idskip:1,7.11098,9.06227,12.6187
1058,expanded_conv-input:32x32x40-output:16x16x40-expand:3-kernel:3-stride:2-idskip:0,0.928394,1.58455,2.97584
1059,expanded_conv-input:32x32x40-output:16x16x40-expand:6-kernel:3-stride:2-idskip:0,2.25487,2.77822,5.65304
1060,expanded_conv-input:32x32x40-output:16x16x40-expand:3-kernel:5-stride:2-idskip:0,1.21678,1.99598,3.18388
1061,expanded_conv-input:32x32x40-output:16x16x40-expand:6-kernel:5-stride:2-idskip:0,2.59166,3.96643,6.04838
1062,expanded_conv-input:32x32x40-output:16x16x40-expand:3-kernel:7-stride:2-idskip:0,1.46513,2.49563,3.53954
1063,expanded_conv-input:32x32x40-output:16x16x40-expand:6-kernel:7-stride:2-idskip:0,3.19448,4.87373,6.71007
1064,expanded_conv-input:16x16x40-output:16x16x40-expand:3-kernel:3-stride:1-idskip:0,0.394796,0.608478,1.51126
1065,expanded_conv-input:16x16x40-output:16x16x40-expand:3-kernel:3-stride:1-idskip:1,0.409577,0.672374,1.54414
1066,expanded_conv-input:16x16x40-output:16x16x40-expand:6-kernel:3-stride:1-idskip:0,0.712555,1.2566,2.77448
1067,expanded_conv-input:16x16x40-output:16x16x40-expand:6-kernel:3-stride:1-idskip:1,0.782301,1.27216,2.8216
1068,expanded_conv-input:16x16x40-output:16x16x40-expand:3-kernel:5-stride:1-idskip:0,0.489783,0.805319,1.60545
1069,expanded_conv-input:16x16x40-output:16x16x40-expand:3-kernel:5-stride:1-idskip:1,0.495091,0.826271,1.60956
1070,expanded_conv-input:16x16x40-output:16x16x40-expand:6-kernel:5-stride:1-idskip:0,0.94309,1.68905,3.04168
1071,expanded_conv-input:16x16x40-output:16x16x40-expand:6-kernel:5-stride:1-idskip:1,0.941111,1.57047,2.97278
1072,expanded_conv-input:16x16x40-output:16x16x40-expand:3-kernel:7-stride:1-idskip:0,0.776166,1.4301,1.84445
1073,expanded_conv-input:16x16x40-output:16x16x40-expand:3-kernel:7-stride:1-idskip:1,0.809298,1.47608,1.90437
1074,expanded_conv-input:16x16x40-output:16x16x40-expand:6-kernel:7-stride:1-idskip:0,1.43477,2.78403,3.3792
1075,expanded_conv-input:16x16x40-output:16x16x40-expand:6-kernel:7-stride:1-idskip:1,1.42937,2.82579,3.48137
1076,expanded_conv-input:16x16x40-output:8x8x40-expand:3-kernel:3-stride:2-idskip:0,0.26505,0.487591,0.931744
1077,expanded_conv-input:16x16x40-output:8x8x40-expand:6-kernel:3-stride:2-idskip:0,0.422038,0.874078,1.80696
1078,expanded_conv-input:16x16x40-output:8x8x40-expand:3-kernel:5-stride:2-idskip:0,0.353548,0.554416,1.01311
1079,expanded_conv-input:16x16x40-output:8x8x40-expand:6-kernel:5-stride:2-idskip:0,0.577194,1.12607,1.72382
1080,expanded_conv-input:16x16x40-output:8x8x40-expand:3-kernel:7-stride:2-idskip:0,0.405059,0.624063,1.06404
1081,expanded_conv-input:16x16x40-output:8x8x40-expand:6-kernel:7-stride:2-idskip:0,0.644081,1.3894,1.94625
1082,expanded_conv-input:8x8x40-output:8x8x40-expand:3-kernel:3-stride:1-idskip:0,0.163772,0.270274,0.604046
1083,expanded_conv-input:8x8x40-output:8x8x40-expand:3-kernel:3-stride:1-idskip:1,0.191065,0.301614,0.607144
1084,expanded_conv-input:8x8x40-output:8x8x40-expand:6-kernel:3-stride:1-idskip:0,0.235385,0.416999,0.996301
1085,expanded_conv-input:8x8x40-output:8x8x40-expand:6-kernel:3-stride:1-idskip:1,0.253585,0.443807,1.06604
1086,expanded_conv-input:8x8x40-output:8x8x40-expand:3-kernel:5-stride:1-idskip:0,0.18664,0.29922,0.626012
1087,expanded_conv-input:8x8x40-output:8x8x40-expand:3-kernel:5-stride:1-idskip:1,0.207414,0.334166,0.568202
1088,expanded_conv-input:8x8x40-output:8x8x40-expand:6-kernel:5-stride:1-idskip:0,0.367451,0.497567,0.989996
1089,expanded_conv-input:8x8x40-output:8x8x40-expand:6-kernel:5-stride:1-idskip:1,0.303428,0.495934,1.04122
1090,expanded_conv-input:8x8x40-output:8x8x40-expand:3-kernel:7-stride:1-idskip:0,0.290175,0.448332,0.689924
1091,expanded_conv-input:8x8x40-output:8x8x40-expand:3-kernel:7-stride:1-idskip:1,0.297867,0.486843,0.700974
1092,expanded_conv-input:8x8x40-output:8x8x40-expand:6-kernel:7-stride:1-idskip:0,0.457167,0.72827,1.13274
1093,expanded_conv-input:8x8x40-output:8x8x40-expand:6-kernel:7-stride:1-idskip:1,0.476856,0.783621,1.21167
1094,expanded_conv-input:8x8x40-output:4x4x40-expand:3-kernel:3-stride:2-idskip:0,0.203601,0.306627,0.575507
1095,expanded_conv-input:8x8x40-output:4x4x40-expand:6-kernel:3-stride:2-idskip:0,0.1764,0.2875,0.947373
1096,expanded_conv-input:8x8x40-output:4x4x40-expand:3-kernel:5-stride:2-idskip:0,0.153669,0.291562,0.525058
1097,expanded_conv-input:8x8x40-output:4x4x40-expand:6-kernel:5-stride:2-idskip:0,0.215322,0.406444,0.995838
1098,expanded_conv-input:8x8x40-output:4x4x40-expand:3-kernel:7-stride:2-idskip:0,0.173827,0.366392,0.586707
1099,expanded_conv-input:8x8x40-output:4x4x40-expand:6-kernel:7-stride:2-idskip:0,0.249457,0.535405,1.05858
1100,expanded_conv-input:4x4x40-output:4x4x40-expand:3-kernel:3-stride:1-idskip:0,0.108398,0.191251,0.472096
1101,expanded_conv-input:4x4x40-output:4x4x40-expand:3-kernel:3-stride:1-idskip:1,0.12686,0.238329,0.477558
1102,expanded_conv-input:4x4x40-output:4x4x40-expand:6-kernel:3-stride:1-idskip:0,0.132834,0.226268,0.721845
1103,expanded_conv-input:4x4x40-output:4x4x40-expand:6-kernel:3-stride:1-idskip:1,0.152701,0.274314,0.716607
1104,expanded_conv-input:4x4x40-output:4x4x40-expand:3-kernel:5-stride:1-idskip:0,0.113302,0.204929,0.482828
1105,expanded_conv-input:4x4x40-output:4x4x40-expand:3-kernel:5-stride:1-idskip:1,0.133879,0.265551,0.472288
1106,expanded_conv-input:4x4x40-output:4x4x40-expand:6-kernel:5-stride:1-idskip:0,0.14418,0.306779,0.744825
1107,expanded_conv-input:4x4x40-output:4x4x40-expand:6-kernel:5-stride:1-idskip:1,0.160952,0.280665,0.763642
1108,expanded_conv-input:4x4x40-output:4x4x40-expand:3-kernel:7-stride:1-idskip:0,0.143916,0.298029,0.500338
1109,expanded_conv-input:4x4x40-output:4x4x40-expand:3-kernel:7-stride:1-idskip:1,0.165775,0.345029,0.505044
1110,expanded_conv-input:4x4x40-output:4x4x40-expand:6-kernel:7-stride:1-idskip:0,0.205726,0.43806,0.783167
1111,expanded_conv-input:4x4x40-output:4x4x40-expand:6-kernel:7-stride:1-idskip:1,0.222784,0.472423,0.753993
1112,expanded_conv-input:4x4x40-output:2x2x40-expand:3-kernel:3-stride:2-idskip:0,0.0819277,0.168114,0.421793
1113,expanded_conv-input:4x4x40-output:2x2x40-expand:6-kernel:3-stride:2-idskip:0,0.0983705,0.22651,0.714744
1114,expanded_conv-input:4x4x40-output:2x2x40-expand:3-kernel:5-stride:2-idskip:0,0.0923767,0.233797,0.473362
1115,expanded_conv-input:4x4x40-output:2x2x40-expand:6-kernel:5-stride:2-idskip:0,0.120963,0.231798,0.688765
1116,expanded_conv-input:4x4x40-output:2x2x40-expand:3-kernel:7-stride:2-idskip:0,0.0985367,0.207337,0.486472
1117,expanded_conv-input:4x4x40-output:2x2x40-expand:6-kernel:7-stride:2-idskip:0,0.130223,0.338066,0.70586
1118,expanded_conv-input:2x2x40-output:2x2x40-expand:3-kernel:3-stride:1-idskip:0,0.0752092,0.142369,0.560315
1119,expanded_conv-input:2x2x40-output:2x2x40-expand:3-kernel:3-stride:1-idskip:1,0.0955835,0.182327,0.454586
1120,expanded_conv-input:2x2x40-output:2x2x40-expand:6-kernel:3-stride:1-idskip:0,0.0837302,0.166975,0.672811
1121,expanded_conv-input:2x2x40-output:2x2x40-expand:6-kernel:3-stride:1-idskip:1,0.103764,0.258134,0.719985
1122,expanded_conv-input:2x2x40-output:2x2x40-expand:3-kernel:5-stride:1-idskip:0,0.0789061,0.158199,0.433182
1123,expanded_conv-input:2x2x40-output:2x2x40-expand:3-kernel:5-stride:1-idskip:1,0.0983339,0.186114,0.444357
1124,expanded_conv-input:2x2x40-output:2x2x40-expand:6-kernel:5-stride:1-idskip:0,0.0895679,0.176203,0.732899
1125,expanded_conv-input:2x2x40-output:2x2x40-expand:6-kernel:5-stride:1-idskip:1,0.10858,0.230653,0.678246
1126,expanded_conv-input:2x2x40-output:2x2x40-expand:3-kernel:7-stride:1-idskip:0,0.0930227,0.202508,0.503162
1127,expanded_conv-input:2x2x40-output:2x2x40-expand:3-kernel:7-stride:1-idskip:1,0.111927,0.235313,0.474811
1128,expanded_conv-input:2x2x40-output:2x2x40-expand:6-kernel:7-stride:1-idskip:0,0.116625,0.265988,0.697818
1129,expanded_conv-input:2x2x40-output:2x2x40-expand:6-kernel:7-stride:1-idskip:1,0.135125,0.349825,0.716892
1130,expanded_conv-input:2x2x40-output:1x1x40-expand:3-kernel:3-stride:2-idskip:0,0.0627273,0.134402,0.236377
1131,expanded_conv-input:2x2x40-output:1x1x40-expand:6-kernel:3-stride:2-idskip:0,0.0683506,0.148015,0.325678
1132,expanded_conv-input:2x2x40-output:1x1x40-expand:3-kernel:5-stride:2-idskip:0,0.0711069,0.154862,0.247784
1133,expanded_conv-input:2x2x40-output:1x1x40-expand:6-kernel:5-stride:2-idskip:0,0.0824921,0.185468,0.351946
1134,expanded_conv-input:2x2x40-output:1x1x40-expand:3-kernel:7-stride:2-idskip:0,0.0793581,0.173441,0.307666
1135,expanded_conv-input:2x2x40-output:1x1x40-expand:6-kernel:7-stride:2-idskip:0,0.103444,0.242293,0.313193
1136,expanded_conv-input:32x32x80-output:32x32x80-expand:3-kernel:3-stride:1-idskip:0,5.60867,5.75874,16.0377
1137,expanded_conv-input:32x32x80-output:32x32x80-expand:3-kernel:3-stride:1-idskip:1,5.76649,5.90104,16.1783
1138,expanded_conv-input:32x32x80-output:32x32x80-expand:6-kernel:3-stride:1-idskip:0,11.8435,11.0155,31.9142
1139,expanded_conv-input:32x32x80-output:32x32x80-expand:6-kernel:3-stride:1-idskip:1,12.3726,11.2763,32.0907
1140,expanded_conv-input:32x32x80-output:32x32x80-expand:3-kernel:5-stride:1-idskip:0,6.16036,6.76136,16.7627
1141,expanded_conv-input:32x32x80-output:32x32x80-expand:3-kernel:5-stride:1-idskip:1,6.58971,7.14289,16.898
1142,expanded_conv-input:32x32x80-output:32x32x80-expand:6-kernel:5-stride:1-idskip:0,13.7718,14.1546,33.5677
1143,expanded_conv-input:32x32x80-output:32x32x80-expand:6-kernel:5-stride:1-idskip:1,14.2095,14.5953,33.797
1144,expanded_conv-input:32x32x80-output:32x32x80-expand:3-kernel:7-stride:1-idskip:0,8.7158,10.2669,18.8875
1145,expanded_conv-input:32x32x80-output:32x32x80-expand:3-kernel:7-stride:1-idskip:1,8.97269,10.8349,19.0825
1146,expanded_conv-input:32x32x80-output:32x32x80-expand:6-kernel:7-stride:1-idskip:0,20.9107,22.4408,38.1937
1147,expanded_conv-input:32x32x80-output:32x32x80-expand:6-kernel:7-stride:1-idskip:1,21.1831,22.7148,38.2974
1148,expanded_conv-input:32x32x80-output:16x16x80-expand:3-kernel:3-stride:2-idskip:0,3.15624,3.67197,9.92929
1149,expanded_conv-input:32x32x80-output:16x16x80-expand:6-kernel:3-stride:2-idskip:0,6.24215,6.93234,19.4059
1150,expanded_conv-input:32x32x80-output:16x16x80-expand:3-kernel:5-stride:2-idskip:0,3.66114,4.81183,10.3538
1151,expanded_conv-input:32x32x80-output:16x16x80-expand:6-kernel:5-stride:2-idskip:0,7.93847,10.369,20.3148
1152,expanded_conv-input:32x32x80-output:16x16x80-expand:3-kernel:7-stride:2-idskip:0,4.37232,5.75906,11.0325
1153,expanded_conv-input:32x32x80-output:16x16x80-expand:6-kernel:7-stride:2-idskip:0,9.81379,13.1918,21.8335
1154,expanded_conv-input:16x16x80-output:16x16x80-expand:3-kernel:3-stride:1-idskip:0,1.19478,1.75061,4.56747
1155,expanded_conv-input:16x16x80-output:16x16x80-expand:3-kernel:3-stride:1-idskip:1,1.17874,1.66748,4.63111
1156,expanded_conv-input:16x16x80-output:16x16x80-expand:6-kernel:3-stride:1-idskip:0,2.61622,3.01774,8.91538
1157,expanded_conv-input:16x16x80-output:16x16x80-expand:6-kernel:3-stride:1-idskip:1,2.71023,3.08481,8.90719
1158,expanded_conv-input:16x16x80-output:16x16x80-expand:3-kernel:5-stride:1-idskip:0,1.29804,1.93929,4.722
1159,expanded_conv-input:16x16x80-output:16x16x80-expand:3-kernel:5-stride:1-idskip:1,1.41328,2.03195,4.81971
1160,expanded_conv-input:16x16x80-output:16x16x80-expand:6-kernel:5-stride:1-idskip:0,2.97376,3.7617,9.24219
1161,expanded_conv-input:16x16x80-output:16x16x80-expand:6-kernel:5-stride:1-idskip:1,3.04878,3.81605,9.22175
1162,expanded_conv-input:16x16x80-output:16x16x80-expand:3-kernel:7-stride:1-idskip:0,1.95555,3.21118,5.24822
1163,expanded_conv-input:16x16x80-output:16x16x80-expand:3-kernel:7-stride:1-idskip:1,1.97639,3.20218,5.26631
1164,expanded_conv-input:16x16x80-output:16x16x80-expand:6-kernel:7-stride:1-idskip:0,4.40717,6.61596,10.4189
1165,expanded_conv-input:16x16x80-output:16x16x80-expand:6-kernel:7-stride:1-idskip:1,4.58621,6.68616,10.2661
1166,expanded_conv-input:16x16x80-output:8x8x80-expand:3-kernel:3-stride:2-idskip:0,0.693487,1.04757,3.00799
1167,expanded_conv-input:16x16x80-output:8x8x80-expand:6-kernel:3-stride:2-idskip:0,1.52608,2.1283,5.81949
1168,expanded_conv-input:16x16x80-output:8x8x80-expand:3-kernel:5-stride:2-idskip:0,0.855012,1.31803,3.09191
1169,expanded_conv-input:16x16x80-output:8x8x80-expand:6-kernel:5-stride:2-idskip:0,1.88235,2.73141,5.99522
1170,expanded_conv-input:16x16x80-output:8x8x80-expand:3-kernel:7-stride:2-idskip:0,1.00213,1.64854,3.29672
1171,expanded_conv-input:16x16x80-output:8x8x80-expand:6-kernel:7-stride:2-idskip:0,2.34777,3.20417,6.36155
1172,expanded_conv-input:8x8x80-output:8x8x80-expand:3-kernel:3-stride:1-idskip:0,0.324376,0.711378,1.70602
1173,expanded_conv-input:8x8x80-output:8x8x80-expand:3-kernel:3-stride:1-idskip:1,0.344587,0.743503,1.71505
1174,expanded_conv-input:8x8x80-output:8x8x80-expand:6-kernel:3-stride:1-idskip:0,0.628435,1.09024,3.07181
1175,expanded_conv-input:8x8x80-output:8x8x80-expand:6-kernel:3-stride:1-idskip:1,0.714451,1.1056,3.08725
1176,expanded_conv-input:8x8x80-output:8x8x80-expand:3-kernel:5-stride:1-idskip:0,0.377997,0.634705,1.71779
1177,expanded_conv-input:8x8x80-output:8x8x80-expand:3-kernel:5-stride:1-idskip:1,0.398061,0.620985,1.71806
1178,expanded_conv-input:8x8x80-output:8x8x80-expand:6-kernel:5-stride:1-idskip:0,0.723049,1.15564,3.2938
1179,expanded_conv-input:8x8x80-output:8x8x80-expand:6-kernel:5-stride:1-idskip:1,0.766208,1.20754,3.18994
1180,expanded_conv-input:8x8x80-output:8x8x80-expand:3-kernel:7-stride:1-idskip:0,0.59722,0.967856,1.82019
1181,expanded_conv-input:8x8x80-output:8x8x80-expand:3-kernel:7-stride:1-idskip:1,0.562707,1.07612,1.89154
1182,expanded_conv-input:8x8x80-output:8x8x80-expand:6-kernel:7-stride:1-idskip:0,1.1658,1.78323,3.44941
1183,expanded_conv-input:8x8x80-output:8x8x80-expand:6-kernel:7-stride:1-idskip:1,1.12375,1.8405,3.45408
1184,expanded_conv-input:8x8x80-output:4x4x80-expand:3-kernel:3-stride:2-idskip:0,0.234687,0.459062,1.22888
1185,expanded_conv-input:8x8x80-output:4x4x80-expand:6-kernel:3-stride:2-idskip:0,0.397083,0.804182,2.10017
1186,expanded_conv-input:8x8x80-output:4x4x80-expand:3-kernel:5-stride:2-idskip:0,0.27383,0.507978,1.22047
1187,expanded_conv-input:8x8x80-output:4x4x80-expand:6-kernel:5-stride:2-idskip:0,0.508795,1.1314,2.13933
1188,expanded_conv-input:8x8x80-output:4x4x80-expand:3-kernel:7-stride:2-idskip:0,0.309329,0.632277,1.29081
1189,expanded_conv-input:8x8x80-output:4x4x80-expand:6-kernel:7-stride:2-idskip:0,0.5826,1.53503,2.23455
1190,expanded_conv-input:4x4x80-output:4x4x80-expand:3-kernel:3-stride:1-idskip:0,0.155849,0.270413,0.78926
1191,expanded_conv-input:4x4x80-output:4x4x80-expand:3-kernel:3-stride:1-idskip:1,0.172401,0.305476,0.823252
1192,expanded_conv-input:4x4x80-output:4x4x80-expand:6-kernel:3-stride:1-idskip:0,0.225247,0.495529,1.37685
1193,expanded_conv-input:4x4x80-output:4x4x80-expand:6-kernel:3-stride:1-idskip:1,0.25698,0.652068,1.40749
