,block_name,cpu_b,cpu_s,gpu
298,expanded_conv-input:32x32x24-output:32x32x320-expand:3-kernel:5-stride:1-idskip:0,3.19269,3.33649,10.0804
299,expanded_conv-input:32x32x24-output:32x32x320-expand:6-kernel:5-stride:1-idskip:0,6.08347,6.06573,19.5963
300,expanded_conv-input:32x32x24-output:32x32x320-expand:3-kernel:7-stride:1-idskip:0,3.86069,4.36034,10.7678
301,expanded_conv-input:32x32x24-output:32x32x320-expand:6-kernel:7-stride:1-idskip:0,7.63076,8.23535,20.7757
302,expanded_conv-input:32x32x24-output:16x16x320-expand:3-kernel:3-stride:2-idskip:0,0.909051,1.3571,3.34095
303,expanded_conv-input:32x32x24-output:16x16x320-expand:6-kernel:3-stride:2-idskip:0,1.95382,2.42991,6.37547
304,expanded_conv-input:32x32x24-output:16x16x320-expand:3-kernel:5-stride:2-idskip:0,1.01422,1.7166,3.42666
305,expanded_conv-input:32x32x24-output:16x16x320-expand:6-kernel:5-stride:2-idskip:0,2.20734,3.01183,6.57747
306,expanded_conv-input:32x32x24-output:16x16x320-expand:3-kernel:7-stride:2-idskip:0,1.17013,2.00128,3.61809
307,expanded_conv-input:32x32x24-output:16x16x320-expand:6-kernel:7-stride:2-idskip:0,2.56226,3.479,6.98164
308,expanded_conv-input:16x16x24-output:16x16x320-expand:3-kernel:3-stride:1-idskip:0,0.681734,1.0102,2.69176
309,expanded_conv-input:16x16x24-output:16x16x320-expand:6-kernel:3-stride:1-idskip:0,1.38619,1.678,5.30732
310,expanded_conv-input:16x16x24-output:16x16x320-expand:3-kernel:5-stride:1-idskip:0,0.719771,1.04627,2.7285
311,expanded_conv-input:16x16x24-output:16x16x320-expand:6-kernel:5-stride:1-idskip:0,1.4229,1.75713,5.42052
312,expanded_conv-input:16x16x24-output:16x16x320-expand:3-kernel:7-stride:1-idskip:0,0.92752,1.39506,2.92969
313,expanded_conv-input:16x16x24-output:16x16x320-expand:6-kernel:7-stride:1-idskip:0,1.75586,2.59136,5.64514
314,expanded_conv-input:16x16x24-output:8x8x320-expand:3-kernel:3-stride:2-idskip:0,0.318949,0.416801,1.11955
315,expanded_conv-input:16x16x24-output:8x8x320-expand:6-kernel:3-stride:2-idskip:0,0.441169,0.701082,1.95851
316,expanded_conv-input:16x16x24-output:8x8x320-expand:3-kernel:5-stride:2-idskip:0,0.306361,0.505012,1.09541
317,expanded_conv-input:16x16x24-output:8x8x320-expand:6-kernel:5-stride:2-idskip:0,0.521016,0.85429,2.01704
318,expanded_conv-input:16x16x24-output:8x8x320-expand:3-kernel:7-stride:2-idskip:0,0.344857,0.513529,1.15905
319,expanded_conv-input:16x16x24-output:8x8x320-expand:6-kernel:7-stride:2-idskip:0,0.607813,1.05975,2.05677
320,expanded_conv-input:8x8x24-output:8x8x320-expand:3-kernel:3-stride:1-idskip:0,0.237491,0.348324,0.982026
321,expanded_conv-input:8x8x24-output:8x8x320-expand:6-kernel:3-stride:1-idskip:0,0.372263,0.567118,1.71756
322,expanded_conv-input:8x8x24-output:8x8x320-expand:3-kernel:5-stride:1-idskip:0,0.248418,0.360556,0.961015
323,expanded_conv-input:8x8x24-output:8x8x320-expand:6-kernel:5-stride:1-idskip:0,0.396645,0.589795,1.68802
324,expanded_conv-input:8x8x24-output:8x8x320-expand:3-kernel:7-stride:1-idskip:0,0.314331,0.474643,1.0361
325,expanded_conv-input:8x8x24-output:8x8x320-expand:6-kernel:7-stride:1-idskip:0,0.502132,0.803561,1.75527
326,expanded_conv-input:8x8x24-output:4x4x320-expand:3-kernel:3-stride:2-idskip:0,0.138797,0.264634,0.538382
327,expanded_conv-input:8x8x24-output:4x4x320-expand:6-kernel:3-stride:2-idskip:0,0.177609,0.32036,0.903684
328,expanded_conv-input:8x8x24-output:4x4x320-expand:3-kernel:5-stride:2-idskip:0,0.147898,0.286678,0.585842
329,expanded_conv-input:8x8x24-output:4x4x320-expand:6-kernel:5-stride:2-idskip:0,0.202145,0.39173,0.923883
330,expanded_conv-input:8x8x24-output:4x4x320-expand:3-kernel:7-stride:2-idskip:0,0.159274,0.309414,0.570844
331,expanded_conv-input:8x8x24-output:4x4x320-expand:6-kernel:7-stride:2-idskip:0,0.226319,0.474368,0.951752
332,expanded_conv-input:4x4x24-output:4x4x320-expand:3-kernel:3-stride:1-idskip:0,0.126474,0.245761,0.492282
333,expanded_conv-input:4x4x24-output:4x4x320-expand:6-kernel:3-stride:1-idskip:0,0.167898,0.333048,0.768189
334,expanded_conv-input:4x4x24-output:4x4x320-expand:3-kernel:5-stride:1-idskip:0,0.130166,0.227286,0.487692
335,expanded_conv-input:4x4x24-output:4x4x320-expand:6-kernel:5-stride:1-idskip:0,0.167249,0.344046,0.772194
336,expanded_conv-input:4x4x24-output:4x4x320-expand:3-kernel:7-stride:1-idskip:0,0.151744,0.288585,0.547121
337,expanded_conv-input:4x4x24-output:4x4x320-expand:6-kernel:7-stride:1-idskip:0,0.204915,0.419444,0.789225
338,expanded_conv-input:4x4x24-output:2x2x320-expand:3-kernel:3-stride:2-idskip:0,0.100129,0.176983,0.385451
339,expanded_conv-input:4x4x24-output:2x2x320-expand:6-kernel:3-stride:2-idskip:0,0.110639,0.217579,0.507643
340,expanded_conv-input:4x4x24-output:2x2x320-expand:3-kernel:5-stride:2-idskip:0,0.10323,0.211238,0.317069
341,expanded_conv-input:4x4x24-output:2x2x320-expand:6-kernel:5-stride:2-idskip:0,0.121466,0.241792,0.511709
342,expanded_conv-input:4x4x24-output:2x2x320-expand:3-kernel:7-stride:2-idskip:0,0.110315,0.210188,0.342006
343,expanded_conv-input:4x4x24-output:2x2x320-expand:6-kernel:7-stride:2-idskip:0,0.132596,0.335668,0.514846
344,expanded_conv-input:2x2x24-output:2x2x320-expand:3-kernel:3-stride:1-idskip:0,0.0967474,0.148495,0.373169
345,expanded_conv-input:2x2x24-output:2x2x320-expand:6-kernel:3-stride:1-idskip:0,0.10558,0.194701,0.514594
346,expanded_conv-input:2x2x24-output:2x2x320-expand:3-kernel:5-stride:1-idskip:0,0.0841809,0.150449,0.366154
347,expanded_conv-input:2x2x24-output:2x2x320-expand:6-kernel:5-stride:1-idskip:0,0.107367,0.215801,0.560709
348,expanded_conv-input:2x2x24-output:2x2x320-expand:3-kernel:7-stride:1-idskip:0,0.0935433,0.182024,0.385132
349,expanded_conv-input:2x2x24-output:2x2x320-expand:6-kernel:7-stride:1-idskip:0,0.126589,0.255331,0.543571
350,expanded_conv-input:2x2x24-output:1x1x320-expand:3-kernel:3-stride:2-idskip:0,0.0651496,0.125136,0.208627
351,expanded_conv-input:2x2x24-output:1x1x320-expand:6-kernel:3-stride:2-idskip:0,0.0896059,0.180497,0.26622
352,expanded_conv-input:2x2x24-output:1x1x320-expand:3-kernel:5-stride:2-idskip:0,0.0689004,0.15141,0.200705
353,expanded_conv-input:2x2x24-output:1x1x320-expand:6-kernel:5-stride:2-idskip:0,0.0982144,0.201066,0.310924
354,expanded_conv-input:2x2x24-output:1x1x320-expand:3-kernel:7-stride:2-idskip:0,0.076214,0.162448,0.257066
355,expanded_conv-input:2x2x24-output:1x1x320-expand:6-kernel:7-stride:2-idskip:0,0.109914,0.238646,0.315818
356,expanded_conv-input:32x32x40-output:32x32x80-expand:3-kernel:3-stride:1-idskip:0,2.28341,2.7142,6.52412
357,expanded_conv-input:32x32x40-output:32x32x80-expand:6-kernel:3-stride:1-idskip:0,4.68957,4.8629,12.6715
358,expanded_conv-input:32x32x40-output:32x32x80-expand:3-kernel:5-stride:1-idskip:0,2.68949,3.50899,6.77914
359,expanded_conv-input:32x32x40-output:32x32x80-expand:6-kernel:5-stride:1-idskip:0,5.21974,6.06705,13.3824
360,expanded_conv-input:32x32x40-output:32x32x80-expand:3-kernel:7-stride:1-idskip:0,3.7009,4.84992,7.88228
361,expanded_conv-input:32x32x40-output:32x32x80-expand:6-kernel:7-stride:1-idskip:0,7.7999,9.58732,15.4721
362,expanded_conv-input:32x32x40-output:16x16x80-expand:3-kernel:3-stride:2-idskip:0,1.07387,1.59647,3.4288
363,expanded_conv-input:32x32x40-output:16x16x80-expand:6-kernel:3-stride:2-idskip:0,2.18438,2.88611,6.48214
364,expanded_conv-input:32x32x40-output:16x16x80-expand:3-kernel:5-stride:2-idskip:0,1.33639,2.13926,3.62003
365,expanded_conv-input:32x32x40-output:16x16x80-expand:6-kernel:5-stride:2-idskip:0,2.7479,4.10781,6.83615
366,expanded_conv-input:32x32x40-output:16x16x80-expand:3-kernel:7-stride:2-idskip:0,1.5601,2.53947,4.02809
367,expanded_conv-input:32x32x40-output:16x16x80-expand:6-kernel:7-stride:2-idskip:0,3.41978,4.99406,7.59946
368,expanded_conv-input:16x16x40-output:16x16x80-expand:3-kernel:3-stride:1-idskip:0,0.504747,0.768623,1.90029
369,expanded_conv-input:16x16x40-output:16x16x80-expand:6-kernel:3-stride:1-idskip:0,0.839503,1.44051,3.7269
370,expanded_conv-input:16x16x40-output:16x16x80-expand:3-kernel:5-stride:1-idskip:0,0.587344,1.02992,2.0066
371,expanded_conv-input:16x16x40-output:16x16x80-expand:6-kernel:5-stride:1-idskip:0,1.05716,1.89642,3.91592
372,expanded_conv-input:16x16x40-output:16x16x80-expand:3-kernel:7-stride:1-idskip:0,0.896571,1.61858,2.2639
373,expanded_conv-input:16x16x40-output:16x16x80-expand:6-kernel:7-stride:1-idskip:0,1.57951,2.95194,4.24963
374,expanded_conv-input:16x16x40-output:8x8x80-expand:3-kernel:3-stride:2-idskip:0,0.287697,0.453855,1.17072
375,expanded_conv-input:16x16x40-output:8x8x80-expand:6-kernel:3-stride:2-idskip:0,0.441476,0.830384,2.12817
376,expanded_conv-input:16x16x40-output:8x8x80-expand:3-kernel:5-stride:2-idskip:0,0.378891,0.648838,1.26418
377,expanded_conv-input:16x16x40-output:8x8x80-expand:6-kernel:5-stride:2-idskip:0,0.573507,1.12622,2.17984
378,expanded_conv-input:16x16x40-output:8x8x80-expand:3-kernel:7-stride:2-idskip:0,0.416904,0.644549,1.4938
379,expanded_conv-input:16x16x40-output:8x8x80-expand:6-kernel:7-stride:2-idskip:0,0.698395,1.29161,2.35198
380,expanded_conv-input:8x8x40-output:8x8x80-expand:3-kernel:3-stride:1-idskip:0,0.190577,0.287744,0.78089
381,expanded_conv-input:8x8x40-output:8x8x80-expand:6-kernel:3-stride:1-idskip:0,0.273381,0.483111,1.39515
382,expanded_conv-input:8x8x40-output:8x8x80-expand:3-kernel:5-stride:1-idskip:0,0.211168,0.323989,0.831039
383,expanded_conv-input:8x8x40-output:8x8x80-expand:6-kernel:5-stride:1-idskip:0,0.323412,0.50068,1.43058
384,expanded_conv-input:8x8x40-output:8x8x80-expand:3-kernel:7-stride:1-idskip:0,0.317071,0.478847,0.871436
385,expanded_conv-input:8x8x40-output:8x8x80-expand:6-kernel:7-stride:1-idskip:0,0.500736,0.834082,1.55155
386,expanded_conv-input:8x8x40-output:4x4x80-expand:3-kernel:3-stride:2-idskip:0,0.138631,0.236854,0.520497
387,expanded_conv-input:8x8x40-output:4x4x80-expand:6-kernel:3-stride:2-idskip:0,0.18177,0.307523,1.16056
388,expanded_conv-input:8x8x40-output:4x4x80-expand:3-kernel:5-stride:2-idskip:0,0.166928,0.341421,0.547983
389,expanded_conv-input:8x8x40-output:4x4x80-expand:6-kernel:5-stride:2-idskip:0,0.221337,0.428951,0.966265
390,expanded_conv-input:8x8x40-output:4x4x80-expand:3-kernel:7-stride:2-idskip:0,0.18075,0.348564,0.650409
391,expanded_conv-input:8x8x40-output:4x4x80-expand:6-kernel:7-stride:2-idskip:0,0.258688,0.67148,1.0312
392,expanded_conv-input:4x4x40-output:4x4x80-expand:3-kernel:3-stride:1-idskip:0,0.113177,0.206239,0.467247
393,expanded_conv-input:4x4x40-output:4x4x80-expand:6-kernel:3-stride:1-idskip:0,0.132869,0.296863,0.713675
394,expanded_conv-input:4x4x40-output:4x4x80-expand:3-kernel:5-stride:1-idskip:0,0.117673,0.214223,0.433351
395,expanded_conv-input:4x4x40-output:4x4x80-expand:6-kernel:5-stride:1-idskip:0,0.14941,0.261153,0.726396
396,expanded_conv-input:4x4x40-output:4x4x80-expand:3-kernel:7-stride:1-idskip:0,0.15176,0.33231,0.518671
397,expanded_conv-input:4x4x40-output:4x4x80-expand:6-kernel:7-stride:1-idskip:0,0.213669,0.466295,0.784761
398,expanded_conv-input:4x4x40-output:2x2x80-expand:3-kernel:3-stride:2-idskip:0,0.097176,0.180427,0.46886
399,expanded_conv-input:4x4x40-output:2x2x80-expand:6-kernel:3-stride:2-idskip:0,0.115376,0.221431,0.685421
400,expanded_conv-input:4x4x40-output:2x2x80-expand:3-kernel:5-stride:2-idskip:0,0.103033,0.214913,0.45816
401,expanded_conv-input:4x4x40-output:2x2x80-expand:6-kernel:5-stride:2-idskip:0,0.130702,0.268875,0.726411
402,expanded_conv-input:4x4x40-output:2x2x80-expand:3-kernel:7-stride:2-idskip:0,0.115547,0.23769,0.471408
403,expanded_conv-input:4x4x40-output:2x2x80-expand:6-kernel:7-stride:2-idskip:0,0.147248,0.379222,0.715855
404,expanded_conv-input:2x2x40-output:2x2x80-expand:3-kernel:3-stride:1-idskip:0,0.0910671,0.167618,0.444627
405,expanded_conv-input:2x2x40-output:2x2x80-expand:6-kernel:3-stride:1-idskip:0,0.100936,0.180808,0.72863
406,expanded_conv-input:2x2x40-output:2x2x80-expand:3-kernel:5-stride:1-idskip:0,0.0896759,0.175131,0.485947
407,expanded_conv-input:2x2x40-output:2x2x80-expand:6-kernel:5-stride:1-idskip:0,0.104372,0.245369,0.702091
408,expanded_conv-input:2x2x40-output:2x2x80-expand:3-kernel:7-stride:1-idskip:0,0.106177,0.230536,0.528363
409,expanded_conv-input:2x2x40-output:2x2x80-expand:6-kernel:7-stride:1-idskip:0,0.131956,0.31816,0.713074
410,expanded_conv-input:2x2x40-output:1x1x80-expand:3-kernel:3-stride:2-idskip:0,0.0782002,0.156034,0.284025
411,expanded_conv-input:2x2x40-output:1x1x80-expand:6-kernel:3-stride:2-idskip:0,0.0834998,0.16848,0.305219
412,expanded_conv-input:2x2x40-output:1x1x80-expand:3-kernel:5-stride:2-idskip:0,0.0850427,0.171948,0.286574
413,expanded_conv-input:2x2x40-output:1x1x80-expand:6-kernel:5-stride:2-idskip:0,0.103593,0.220835,0.338199
414,expanded_conv-input:2x2x40-output:1x1x80-expand:3-kernel:7-stride:2-idskip:0,0.0945248,0.205586,0.300867
415,expanded_conv-input:2x2x40-output:1x1x80-expand:6-kernel:7-stride:2-idskip:0,0.120307,0.272981,0.343417
416,expanded_conv-input:32x32x40-output:32x32x96-expand:3-kernel:3-stride:1-idskip:0,2.29269,2.81306,7.17639
417,expanded_conv-input:32x32x40-output:32x32x96-expand:6-kernel:3-stride:1-idskip:0,5.10728,5.0801,13.897
418,expanded_conv-input:32x32x40-output:32x32x96-expand:3-kernel:5-stride:1-idskip:0,2.58175,3.36604,7.50531
419,expanded_conv-input:32x32x40-output:32x32x96-expand:6-kernel:5-stride:1-idskip:0,5.79329,6.416,14.609
420,expanded_conv-input:32x32x40-output:32x32x96-expand:3-kernel:7-stride:1-idskip:0,3.81372,4.8645,8.53365
421,expanded_conv-input:32x32x40-output:32x32x96-expand:6-kernel:7-stride:1-idskip:0,8.11318,9.69153,16.7646
422,expanded_conv-input:32x32x40-output:16x16x96-expand:3-kernel:3-stride:2-idskip:0,1.09323,1.64342,3.67076
423,expanded_conv-input:32x32x40-output:16x16x96-expand:6-kernel:3-stride:2-idskip:0,2.30066,2.93914,6.90407
424,expanded_conv-input:32x32x40-output:16x16x96-expand:3-kernel:5-stride:2-idskip:0,1.39333,2.26164,3.80589
425,expanded_conv-input:32x32x40-output:16x16x96-expand:6-kernel:5-stride:2-idskip:0,2.92335,4.1142,7.28979
426,expanded_conv-input:32x32x40-output:16x16x96-expand:3-kernel:7-stride:2-idskip:0,1.58257,2.96452,4.19813
427,expanded_conv-input:32x32x40-output:16x16x96-expand:6-kernel:7-stride:2-idskip:0,3.50728,5.03871,7.99162
428,expanded_conv-input:16x16x40-output:16x16x96-expand:3-kernel:3-stride:1-idskip:0,0.509237,0.796364,2.19617
429,expanded_conv-input:16x16x40-output:16x16x96-expand:6-kernel:3-stride:1-idskip:0,1.1432,1.60773,4.16007
430,expanded_conv-input:16x16x40-output:16x16x96-expand:3-kernel:5-stride:1-idskip:0,0.591661,0.964957,2.22751
431,expanded_conv-input:16x16x40-output:16x16x96-expand:6-kernel:5-stride:1-idskip:0,1.20647,1.81795,4.27734
432,expanded_conv-input:16x16x40-output:16x16x96-expand:3-kernel:7-stride:1-idskip:0,0.927654,1.60395,2.46335
433,expanded_conv-input:16x16x40-output:16x16x96-expand:6-kernel:7-stride:1-idskip:0,1.68045,3.05693,4.71815
434,expanded_conv-input:16x16x40-output:8x8x96-expand:3-kernel:3-stride:2-idskip:0,0.290984,0.442241,1.18338
435,expanded_conv-input:16x16x40-output:8x8x96-expand:6-kernel:3-stride:2-idskip:0,0.467378,1.01434,2.0847
436,expanded_conv-input:16x16x40-output:8x8x96-expand:3-kernel:5-stride:2-idskip:0,0.344705,0.594544,1.21621
437,expanded_conv-input:16x16x40-output:8x8x96-expand:6-kernel:5-stride:2-idskip:0,0.595595,1.08378,2.18443
438,expanded_conv-input:16x16x40-output:8x8x96-expand:3-kernel:7-stride:2-idskip:0,0.424967,0.702835,1.29021
439,expanded_conv-input:16x16x40-output:8x8x96-expand:6-kernel:7-stride:2-idskip:0,0.714686,1.33182,2.32185
440,expanded_conv-input:8x8x40-output:8x8x96-expand:3-kernel:3-stride:1-idskip:0,0.189951,0.348058,0.809982
441,expanded_conv-input:8x8x40-output:8x8x96-expand:6-kernel:3-stride:1-idskip:0,0.291175,0.46896,1.41508
442,expanded_conv-input:8x8x40-output:8x8x96-expand:3-kernel:5-stride:1-idskip:0,0.211075,0.323329,0.836125
443,expanded_conv-input:8x8x40-output:8x8x96-expand:6-kernel:5-stride:1-idskip:0,0.335768,0.554444,1.43236
444,expanded_conv-input:8x8x40-output:8x8x96-expand:3-kernel:7-stride:1-idskip:0,0.313384,0.465769,0.865034
445,expanded_conv-input:8x8x40-output:8x8x96-expand:6-kernel:7-stride:1-idskip:0,0.554482,0.839981,1.59162
446,expanded_conv-input:8x8x40-output:4x4x96-expand:3-kernel:3-stride:2-idskip:0,0.141704,0.238986,0.552497
447,expanded_conv-input:8x8x40-output:4x4x96-expand:6-kernel:3-stride:2-idskip:0,0.185741,0.331425,0.938627
448,expanded_conv-input:8x8x40-output:4x4x96-expand:3-kernel:5-stride:2-idskip:0,0.159901,0.310099,0.571711
449,expanded_conv-input:8x8x40-output:4x4x96-expand:6-kernel:5-stride:2-idskip:0,0.225712,0.455576,1.00414
450,expanded_conv-input:8x8x40-output:4x4x96-expand:3-kernel:7-stride:2-idskip:0,0.179864,0.409916,0.627099
451,expanded_conv-input:8x8x40-output:4x4x96-expand:6-kernel:7-stride:2-idskip:0,0.260979,0.586517,1.05688
452,expanded_conv-input:4x4x40-output:4x4x96-expand:3-kernel:3-stride:1-idskip:0,0.112362,0.209274,0.481921
453,expanded_conv-input:4x4x40-output:4x4x96-expand:6-kernel:3-stride:1-idskip:0,0.140793,0.25298,0.762214
454,expanded_conv-input:4x4x40-output:4x4x96-expand:3-kernel:5-stride:1-idskip:0,0.119249,0.220919,0.501727
455,expanded_conv-input:4x4x40-output:4x4x96-expand:6-kernel:5-stride:1-idskip:0,0.151973,0.275738,0.696253
456,expanded_conv-input:4x4x40-output:4x4x96-expand:3-kernel:7-stride:1-idskip:0,0.149408,0.31243,0.472028
457,expanded_conv-input:4x4x40-output:4x4x96-expand:6-kernel:7-stride:1-idskip:0,0.214961,0.479439,0.775328
458,expanded_conv-input:4x4x40-output:2x2x96-expand:3-kernel:3-stride:2-idskip:0,0.0977827,0.185064,0.516854
459,expanded_conv-input:4x4x40-output:2x2x96-expand:6-kernel:3-stride:2-idskip:0,0.115602,0.206178,0.656074
460,expanded_conv-input:4x4x40-output:2x2x96-expand:3-kernel:5-stride:2-idskip:0,0.107274,0.206768,0.557199
461,expanded_conv-input:4x4x40-output:2x2x96-expand:6-kernel:5-stride:2-idskip:0,0.12992,0.274991,0.667274
462,expanded_conv-input:4x4x40-output:2x2x96-expand:3-kernel:7-stride:2-idskip:0,0.124238,0.234348,0.522937
463,expanded_conv-input:4x4x40-output:2x2x96-expand:6-kernel:7-stride:2-idskip:0,0.14656,0.315989,0.697203
464,expanded_conv-input:2x2x40-output:2x2x96-expand:3-kernel:3-stride:1-idskip:0,0.0910292,0.17357,0.507958
465,expanded_conv-input:2x2x40-output:2x2x96-expand:6-kernel:3-stride:1-idskip:0,0.101807,0.184838,0.731231
466,expanded_conv-input:2x2x40-output:2x2x96-expand:3-kernel:5-stride:1-idskip:0,0.103349,0.190597,0.475688
467,expanded_conv-input:2x2x40-output:2x2x96-expand:6-kernel:5-stride:1-idskip:0,0.104781,0.194232,0.706287
468,expanded_conv-input:2x2x40-output:2x2x96-expand:3-kernel:7-stride:1-idskip:0,0.108423,0.230805,0.451058
469,expanded_conv-input:2x2x40-output:2x2x96-expand:6-kernel:7-stride:1-idskip:0,0.135962,0.330772,0.755891
470,expanded_conv-input:2x2x40-output:1x1x96-expand:3-kernel:3-stride:2-idskip:0,0.0782381,0.176837,0.276958
471,expanded_conv-input:2x2x40-output:1x1x96-expand:6-kernel:3-stride:2-idskip:0,0.114787,0.167638,0.334037
472,expanded_conv-input:2x2x40-output:1x1x96-expand:3-kernel:5-stride:2-idskip:0,0.0848794,0.175019,0.31674
473,expanded_conv-input:2x2x40-output:1x1x96-expand:6-kernel:5-stride:2-idskip:0,0.101423,0.293033,0.349927
474,expanded_conv-input:2x2x40-output:1x1x96-expand:3-kernel:7-stride:2-idskip:0,0.0978367,0.201047,0.280486
475,expanded_conv-input:2x2x40-output:1x1x96-expand:6-kernel:7-stride:2-idskip:0,0.117731,0.277893,0.384078
476,expanded_conv-input:32x32x40-output:32x32x192-expand:3-kernel:3-stride:1-idskip:0,3.52954,3.76905,11.3443
477,expanded_conv-input:32x32x40-output:32x32x192-expand:6-kernel:3-stride:1-idskip:0,7.0821,6.68822,21.9907
478,expanded_conv-input:32x32x40-output:32x32x192-expand:3-kernel:5-stride:1-idskip:0,3.74116,4.25252,11.6324
479,expanded_conv-input:32x32x40-output:32x32x192-expand:6-kernel:5-stride:1-idskip:0,7.62498,7.81511,22.7546
480,expanded_conv-input:32x32x40-output:32x32x192-expand:3-kernel:7-stride:1-idskip:0,5.0645,5.73946,12.6206
481,expanded_conv-input:32x32x40-output:32x32x192-expand:6-kernel:7-stride:1-idskip:0,10.1033,11.3284,24.8411
482,expanded_conv-input:32x32x40-output:16x16x192-expand:3-kernel:3-stride:2-idskip:0,1.41873,1.90535,4.61532
483,expanded_conv-input:32x32x40-output:16x16x192-expand:6-kernel:3-stride:2-idskip:0,3.00174,3.35952,8.7292
484,expanded_conv-input:32x32x40-output:16x16x192-expand:3-kernel:5-stride:2-idskip:0,1.60948,2.39788,4.78409
485,expanded_conv-input:32x32x40-output:16x16x192-expand:6-kernel:5-stride:2-idskip:0,3.40074,4.60923,9.18402
486,expanded_conv-input:32x32x40-output:16x16x192-expand:3-kernel:7-stride:2-idskip:0,1.86462,2.73706,5.18818
487,expanded_conv-input:32x32x40-output:16x16x192-expand:6-kernel:7-stride:2-idskip:0,4.15978,5.48043,9.77992
488,expanded_conv-input:16x16x40-output:16x16x192-expand:3-kernel:3-stride:1-idskip:0,0.768364,1.10219,3.05708
489,expanded_conv-input:16x16x40-output:16x16x192-expand:6-kernel:3-stride:1-idskip:0,1.5994,1.92997,5.88681
490,expanded_conv-input:16x16x40-output:16x16x192-expand:3-kernel:5-stride:1-idskip:0,0.863031,1.36345,3.16386
491,expanded_conv-input:16x16x40-output:16x16x192-expand:6-kernel:5-stride:1-idskip:0,1.82461,2.22511,6.13806
492,expanded_conv-input:16x16x40-output:16x16x192-expand:3-kernel:7-stride:1-idskip:0,1.12926,1.84274,3.45947
493,expanded_conv-input:16x16x40-output:16x16x192-expand:6-kernel:7-stride:1-idskip:0,2.4807,3.48989,6.45561
494,expanded_conv-input:16x16x40-output:8x8x192-expand:3-kernel:3-stride:2-idskip:0,0.356873,0.537305,1.62257
495,expanded_conv-input:16x16x40-output:8x8x192-expand:6-kernel:3-stride:2-idskip:0,0.625517,0.989521,2.93668
496,expanded_conv-input:16x16x40-output:8x8x192-expand:3-kernel:5-stride:2-idskip:0,0.458149,0.660152,1.62667
497,expanded_conv-input:16x16x40-output:8x8x192-expand:6-kernel:5-stride:2-idskip:0,0.735647,1.37194,3.00743
498,expanded_conv-input:16x16x40-output:8x8x192-expand:3-kernel:7-stride:2-idskip:0,0.481683,0.865722,1.74259
499,expanded_conv-input:16x16x40-output:8x8x192-expand:6-kernel:7-stride:2-idskip:0,0.849131,1.58534,3.16563
500,expanded_conv-input:8x8x40-output:8x8x192-expand:3-kernel:3-stride:1-idskip:0,0.29343,0.379492,1.23884
501,expanded_conv-input:8x8x40-output:8x8x192-expand:6-kernel:3-stride:1-idskip:0,0.39545,0.651911,2.23165
502,expanded_conv-input:8x8x40-output:8x8x192-expand:3-kernel:5-stride:1-idskip:0,0.271356,0.416802,1.23949
503,expanded_conv-input:8x8x40-output:8x8x192-expand:6-kernel:5-stride:1-idskip:0,0.458201,0.696054,2.3344
504,expanded_conv-input:8x8x40-output:8x8x192-expand:3-kernel:7-stride:1-idskip:0,0.37721,0.55094,1.25043
505,expanded_conv-input:8x8x40-output:8x8x192-expand:6-kernel:7-stride:1-idskip:0,0.678904,1.22787,2.42955
506,expanded_conv-input:8x8x40-output:4x4x192-expand:3-kernel:3-stride:2-idskip:0,0.156142,0.272653,0.547441
507,expanded_conv-input:8x8x40-output:4x4x192-expand:6-kernel:3-stride:2-idskip:0,0.223446,0.420397,0.950775
508,expanded_conv-input:8x8x40-output:4x4x192-expand:3-kernel:5-stride:2-idskip:0,0.173962,0.353773,0.564508
509,expanded_conv-input:8x8x40-output:4x4x192-expand:6-kernel:5-stride:2-idskip:0,0.262641,0.540457,0.999763
510,expanded_conv-input:8x8x40-output:4x4x192-expand:3-kernel:7-stride:2-idskip:0,0.197666,0.394058,0.61333
511,expanded_conv-input:8x8x40-output:4x4x192-expand:6-kernel:7-stride:2-idskip:0,0.297007,0.734677,1.05266
512,expanded_conv-input:4x4x40-output:4x4x192-expand:3-kernel:3-stride:1-idskip:0,0.132228,0.226787,0.507681
513,expanded_conv-input:4x4x40-output:4x4x192-expand:6-kernel:3-stride:1-idskip:0,0.171802,0.322466,0.702578
514,expanded_conv-input:4x4x40-output:4x4x192-expand:3-kernel:5-stride:1-idskip:0,0.13269,0.250408,0.495336
515,expanded_conv-input:4x4x40-output:4x4x192-expand:6-kernel:5-stride:1-idskip:0,0.181711,0.338985,0.719558
516,expanded_conv-input:4x4x40-output:4x4x192-expand:3-kernel:7-stride:1-idskip:0,0.169171,0.342122,0.495925
517,expanded_conv-input:4x4x40-output:4x4x192-expand:6-kernel:7-stride:1-idskip:0,0.24237,0.58706,0.801674
518,expanded_conv-input:4x4x40-output:2x2x192-expand:3-kernel:3-stride:2-idskip:0,0.103665,0.242122,0.425998
519,expanded_conv-input:4x4x40-output:2x2x192-expand:6-kernel:3-stride:2-idskip:0,0.126061,0.38718,0.703462
520,expanded_conv-input:4x4x40-output:2x2x192-expand:3-kernel:5-stride:2-idskip:0,0.111691,0.274535,0.56425
521,expanded_conv-input:4x4x40-output:2x2x192-expand:6-kernel:5-stride:2-idskip:0,0.139358,0.26766,0.712367
522,expanded_conv-input:4x4x40-output:2x2x192-expand:3-kernel:7-stride:2-idskip:0,0.120259,0.243762,0.471708
